"","id","doses","totMem","immRate","year","type","gradeRange","pubPriv","team2014","p.vfc","frLunch13","school"
"166",531,295,511,57.7299412915851,2011,"elem","elem","pub","3",51.2345679012346,54.75,"NEWBERRY ELEM."
"167",261,122,568,21.4788732394366,2011,"high","high","pub","3",42.2885572139303,44.25,"NEWBERRY HIGH"
"168",541,293,615,47.6422764227642,2011,"elem","elem","pub","2",48.695652173913,57.25,"NORTON ELEM."
"169",-11,397,823,48.2381530984204,2011,"high","high","priv",NA,10.1809954751131,NA,"OAK HALL"
"170",591,263,635,41.4173228346457,2011,"mid","mid","pub","1",36.3372093023256,44.71,"OAKVIEW MIDDLE"
"171",950,52,161,32.2981366459627,2011,"elem","elem","priv",NA,63.6363636363636,71.15,"ONE ROOM SCHOOL HOUSE"
"172",391,104,1146,9.07504363001745,2011,"multi","k-12","pub",NA,20.2572347266881,NA,"PK YONGE"
"173",500,34,83,40.9638554216867,2011,"elem","elem","pub",NA,95.2380952380952,100,"PRAIRIE VIEW"
"174",341,145,365,39.7260273972603,2011,"elem","elem","pub","2",86.7647058823529,78.98,"RAWLINGS & FERNSIDE"
"175",271,90,1005,8.95522388059701,2011,"high","high","pub","1",36.2989323843416,25.67,"SANTE FE HIGH"
"176",281,94,205,45.8536585365854,2011,"elem","elem","pub",NA,75,57.92,"SHELL ELEM."
"177",-22,13,30,43.3333333333333,2011,"prek","prek","priv",NA,NA,NA,"SPENCER MONTESSORI"
"178",-14,70,241,29.045643153527,2011,"high","high","priv",NA,18.4210526315789,NA,"ST. FRANCIS HIGH SCHOOL"
"179",41,215,455,47.2527472527473,2011,"elem","elem","pub",NA,51.0548523206751,61.35,"STEPHEN FOSTER ELEM."
"180",-19,92,291,31.6151202749141,2011,"elem","elem","priv",NA,NA,NA,"SWEETWATER BRANCH"
"181",561,357,712,50.1404494382023,2011,"elem","elem","pub","2",21.9718309859155,31.99,"TALBOT ELEM."
"182",311,289,684,42.2514619883041,2011,"elem","elem","pub","2",78.3687943262411,85.21,"TERWILLIGER ELEM."
"183",-16,54,300,18,2011,"multi","prek-12","priv",NA,29.8969072164948,NA,"THE ROCK"
"184",291,91,214,42.5233644859813,2011,"elem","elem","pub","4",82.1782178217822,85.99,"WALDO ELEM."
"185",-23,38,160,23.75,2011,"prek","prek","priv",NA,NA,NA,"WESTWOOD HILLS"
"186",141,323,1033,31.2681510164569,2011,"mid","mid","pub","1",43.5164835164835,54.12,"WESTWOOD MIDDLE"
"187",501.1,28,70,40,2011,"prek","prek","pub","3",NA,NA,"WILES HEADSTART"
"188",501,394,747,52.7443105756359,2011,"elem","elem","pub","3",38.715953307393,44.32,"WILES ELEM."
"189",111,112,493,22.7180527383367,2011,"elem","elem","pub","1",53.3333333333333,74.73,"WILLIAMS ELEM."
"190",52,28,64,43.75,2012,"elem","elem","pub","4",91.304347826087,80,"A QUINN ELEM."
"191",161,160,376,42.5531914893617,2012,"elem","elem","pub","4",52.760736196319,64.25,"ALACHUA ELEM."
"192",1011,37,160,23.125,2012,"multi","k-8","priv",NA,39.0243902439024,NA,"ALACHUA LEARNING CTR"
"193",171,270,459,58.8235294117647,2012,"elem","elem","pub","4",49.8181818181818,59.43,"ARCHER ELEM."
"194",-1,14,65,21.5384615384615,2012,"prek","prek","priv",NA,12.5,NA,"B'NAI ISRAEL"
"195",-2,95,190,50,2012,"multi","prek-5","priv",NA,15.7303370786517,NA,"BRENTWOOD SCHOOL"
"196",431,580,1987,29.1897332662305,2012,"high","high","pub","2",25.5972696245734,27.28,"BUCHHOLZ HIGH"
"197",953,33,165,20,2012,"elem","elem","priv",NA,87.1794871794872,94.3,"CARING & SHARING LEARNING"
"198",510,321,616,52.1103896103896,2012,"elem","elem","pub","2",21.5568862275449,34.83,"CHILES ELEM."
"199",-3,13,42,30.952380952381,2012,"multi","k-12","priv",NA,57.1428571428571,NA,"CHRISTIAN LIFE ACADEMY"
"200",-4,50,125,40,2012,"multi","prek-12","priv",NA,20.8333333333333,NA,"COUNTRYSIDE BAPTIST"
"201",21,153,309,49.5145631067961,2012,"elem","elem","pub","1",87.218045112782,96.6,"DUVAL ELEM."
"202",421,275,1266,21.7219589257504,2012,"high","high","pub","2",34.3661971830986,52.69,"EASTSIDE HIGH"
"203",955,39,106,36.7924528301887,2012,"multi","2-8","priv",NA,48.8888888888889,51.4,"EINSTEIN MONT"
"204",956,12,20,60,2012,"elem","elem","priv",NA,23.0769230769231,12.09,"EXPRESSIONS"
"205",-5,70,227,30.8370044052863,2012,"elem","elem","priv",NA,24.6913580246914,NA,"FIRST CHRISTIAN ACADEMY"
"206",-6,33,112,29.4642857142857,2012,"elem","elem","priv",NA,58.8235294117647,NA,"FOREST GROVE"
"207",481,394,822,47.9318734793187,2012,"mid","mid","pub","3",38.7951807228916,42.25,"FT. CLARKE MIDDLE"
"208",151,323,1815,17.7961432506887,2012,"high","high","pub","3",30.4932735426009,42.3,"GAINESVILLE HIGH"
"209",958,9,72,12.5,2012,"elem","elem","priv",NA,88.8888888888889,82.35,"GENESIS PREP."
"210",331,262,439,59.6810933940774,2012,"elem","elem","pub","1",36.7892976588629,45.53,"GLEN SPRINGS ELEM."
"211",-7,106,250,42.4,2012,"prek","prek","priv",NA,9.52380952380952,NA,"G'VILLE COUNTRY DAY PRE-K 75TH"
"212",201,57,303,18.8118811881188,2012,"high","high","pub","3",75,79.53,"HAWTHORNE JR./SR. HIGH"
"213",981,48,85,56.4705882352941,2012,"elem","elem","priv",NA,15.3846153846154,26.14,"HEALTHY LEARNING"
"214",482,403,706,57.0821529745043,2012,"elem","elem","pub","3",20.4761904761905,29.5,"HIDDEN OAK ELEM."
"215",461,417,837,49.8207885304659,2012,"elem","elem","pub","3",32.6027397260274,39.86,"HIGH SPRINGS ELEM."
"216",971,39,105,37.1428571428571,2012,"mid","mid","priv",NA,57.5,79.82,"HOGGTOWN MIDDLE"
"217",412,14,101,13.8613861386139,2012,"high","high","pub","1",75,93.26,"HORIZON CENTER"
"218",121,237,694,34.149855907781,2012,"mid","mid","pub","2",39.5161290322581,60.03,"HOWARD BISHOP MIDDLE"
"219",321,221,645,34.2635658914729,2012,"elem","elem","pub","3",73.5593220338983,83.18,"IDYLWILD ELEM."
"220",571,240,450,53.3333333333333,2012,"elem","elem","pub","2",59.5330739299611,65.35,"IRBY ELEM."
"221",31,306,548,55.8394160583942,2012,"elem","elem","pub","1",48.3333333333333,56.25,"JJ FINLEY ELEM."
"222",-9,49,115,42.6086956521739,2012,"multi","prek-8","priv",NA,5.08474576271186,NA,"JORDAN GLENN"
"223",502,380,969,39.2156862745098,2012,"mid","mid","pub","4",35.8536585365854,45.6,"KANAPAHA MIDDLE"
"224",71,118,311,37.9421221864952,2012,"elem","elem","pub","4",88.4615384615385,96,"LAKE FOREST ELEM."
"225",112,252,694,36.3112391930836,2012,"mid","mid","pub","2",35.2941176470588,53.76,"LINCOLN MIDDLE"
"226",91,293,606,48.3498349834984,2012,"elem","elem","pub","3",78.8461538461538,59.55,"LITTLEWOOD ELEM."
"227",411,46,206,22.3300970873786,2012,"high","high","pub","1",39.6551724137931,65.32,"LOFTEN HIGH"
"228",520,314,577,54.419410745234,2012,"elem","elem","pub","1",30.9002433090024,38.27,"MEADOWBROOK ELEM."
"229",221,162,382,42.4083769633508,2012,"mid","mid","pub","4",51.7730496453901,62.67,"MEBANE MIDDLE"
"230",101,97,309,31.3915857605178,2012,"elem","elem","pub","4",80.5970149253731,94.84,"METCALFE ELEM."
"231",951,63,122,51.6393442622951,2012,"elem","elem","priv",NA,54.6666666666667,NA,"MICANOPY AREA CO-OP"
"232",961,17,66,25.7575757575758,2012,"mid","mid","priv",NA,55.5555555555556,65.57,"MICANOPY MIDDLE SCHOOL"
"233",-10,80,235,34.0425531914894,2012,"multi","prek-8","priv",NA,3.15789473684211,NA,"MILLHOPPER MONTESSORI"
"234",531,290,486,59.6707818930041,2012,"elem","elem","pub","3",51.2345679012346,54.75,"NEWBERRY ELEM."
"235",261,195,561,34.7593582887701,2012,"high","high","pub","3",42.2885572139303,44.25,"NEWBERRY HIGH"
"236",541,315,603,52.2388059701492,2012,"elem","elem","pub","2",48.695652173913,57.25,"NORTON ELEM."
"237",-11,420,826,50.8474576271186,2012,"high","high","priv",NA,10.1809954751131,NA,"OAK HALL"
"238",591,282,659,42.7921092564492,2012,"mid","mid","pub","1",36.3372093023256,44.71,"OAKVIEW MIDDLE"
"239",950,69,172,40.1162790697674,2012,"elem","elem","priv",NA,63.6363636363636,71.15,"ONE ROOM SCHOOL HOUSE"
"240",391,335,1150,29.1304347826087,2012,"multi","k-12","pub",NA,20.2572347266881,NA,"PK YONGE"
"241",500,27,87,31.0344827586207,2012,"elem","elem","pub",NA,95.2380952380952,100,"PRAIRIE VIEW"
"242",341,96,295,32.5423728813559,2012,"elem","elem","pub","2",86.7647058823529,78.98,"RAWLINGS & FERNSIDE"
"243",271,138,968,14.2561983471074,2012,"high","high","pub","1",36.2989323843416,25.67,"SANTE FE HIGH"
"244",281,116,185,62.7027027027027,2012,"elem","elem","pub",NA,75,57.92,"SHELL ELEM."
"245",-14,81,241,33.6099585062241,2012,"high","high","priv",NA,18.4210526315789,NA,"ST. FRANCIS HIGH SCHOOL"
"246",-18,4,45,8.88888888888889,2012,"multi","prek-8","priv",NA,NA,NA,"STAR CHRISTIAN"
"247",41,239,459,52.0697167755991,2012,"elem","elem","pub",NA,51.0548523206751,61.35,"STEPHEN FOSTER ELEM."
"248",-19,47,270,17.4074074074074,2012,"elem","elem","priv",NA,NA,NA,"SWEETWATER BRANCH"
"249",561,320,690,46.3768115942029,2012,"elem","elem","pub","2",21.9718309859155,31.99,"TALBOT ELEM."
"250",311,259,596,43.4563758389262,2012,"elem","elem","pub","2",78.3687943262411,85.21,"TERWILLIGER ELEM."
"251",-16,64,300,21.3333333333333,2012,"multi","prek-12","priv",NA,29.8969072164948,NA,"THE ROCK"
"252",291,69,200,34.5,2012,"elem","elem","pub","4",82.1782178217822,85.99,"WALDO ELEM."
"253",141,383,1009,37.9583746283449,2012,"mid","mid","pub","1",43.5164835164835,54.12,"WESTWOOD MIDDLE"
"254",501,501,720,69.5833333333333,2012,"elem","elem","pub","3",38.715953307393,44.32,"WILES ELEM."
"255",111,134,569,23.5500878734622,2012,"elem","elem","pub","1",53.3333333333333,74.73,"WILLIAMS ELEM."
"256",-20,1,25,4,2012,"multi","k-10","priv",NA,NA,NA,"SUNG 7TH DAY ADVENTIST"
"257",52,23,68,33.8235294117647,2013,"elem","elem","pub","4",91.304347826087,80,"A QUINN ELEM."
"258",161,163,368,44.2934782608696,2013,"elem","elem","pub","4",52.760736196319,64.25,"ALACHUA ELEM."
"259",1011,41,160,25.625,2013,"multi","k-8","priv",NA,39.0243902439024,NA,"ALACHUA LEARNING CTR"
"260",171,275,444,61.9369369369369,2013,"elem","elem","pub","4",49.8181818181818,59.43,"ARCHER ELEM."
"261",-1,8,47,17.0212765957447,2013,"prek","prek","priv",NA,12.5,NA,"B'NAI ISRAEL"
"262",-2,89,175,50.8571428571429,2013,"multi","prek-5","priv",NA,15.7303370786517,NA,"BRENTWOOD SCHOOL"
"263",431,586,2052,28.5575048732943,2013,"high","high","pub","2",25.5972696245734,27.28,"BUCHHOLZ HIGH"
"264",953,39,129,30.2325581395349,2013,"elem","elem","priv",NA,87.1794871794872,94.3,"CARING & SHARING LEARNING"
"265",510,334,687,48.6171761280932,2013,"elem","elem","pub","2",21.5568862275449,34.83,"CHILES ELEM."
"266",-3,14,39,35.8974358974359,2013,"multi","k-12","priv",NA,57.1428571428571,NA,"CHRISTIAN LIFE ACADEMY"
"267",-4,24,173,13.8728323699422,2013,"multi","prek-12","priv",NA,20.8333333333333,NA,"COUNTRYSIDE BAPTIST"
"268",21,133,296,44.9324324324324,2013,"elem","elem","pub","1",87.218045112782,96.6,"DUVAL ELEM."
"269",421,355,1325,26.7924528301887,2013,"high","high","pub","2",34.3661971830986,52.69,"EASTSIDE HIGH"
"270",955,45,102,44.1176470588235,2013,"multi","2-8","priv",NA,48.8888888888889,51.4,"EINSTEIN MONT"
"271",956,13,92,14.1304347826087,2013,"elem","elem","priv",NA,23.0769230769231,12.09,"EXPRESSIONS"
"272",-5,81,242,33.4710743801653,2013,"elem","elem","priv",NA,24.6913580246914,NA,"FIRST CHRISTIAN ACADEMY"
"273",-6,17,112,15.1785714285714,2013,"elem","elem","priv",NA,58.8235294117647,NA,"FOREST GROVE"
"274",481,415,846,49.0543735224586,2013,"mid","mid","pub","3",38.7951807228916,42.25,"FT. CLARKE MIDDLE"
"275",151,446,1720,25.9302325581395,2013,"high","high","pub","3",30.4932735426009,42.3,"GAINESVILLE HIGH"
"276",958,9,68,13.2352941176471,2013,"elem","elem","priv",NA,88.8888888888889,82.35,"GENESIS PREP."
"277",331,299,466,64.1630901287554,2013,"elem","elem","pub","1",36.7892976588629,45.53,"GLEN SPRINGS ELEM."
"278",-7,21,75,28,2013,"prek","prek","priv",NA,9.52380952380952,NA,"G'VILLE COUNTRY DAY PRE-K 75TH"
"279",-8,94,125,75.2,2013,"prek","prek","priv",NA,4.25531914893617,NA,"G'VILLE COUNTRY DAY SCHOOL 24TH"
"280",201,72,282,25.531914893617,2013,"high","high","pub","3",75,79.53,"HAWTHORNE JR./SR. HIGH"
"281",981,52,88,59.0909090909091,2013,"elem","elem","priv",NA,15.3846153846154,26.14,"HEALTHY LEARNING"
"282",482,420,723,58.0912863070539,2013,"elem","elem","pub","3",20.4761904761905,29.5,"HIDDEN OAK ELEM."
"283",461,365,840,43.452380952381,2013,"elem","elem","pub","3",32.6027397260274,39.86,"HIGH SPRINGS ELEM."
"284",971,40,114,35.0877192982456,2013,"mid","mid","priv",NA,57.5,79.82,"HOGGTOWN MIDDLE"
"285",412,4,87,4.59770114942529,2013,"high","high","pub","1",75,93.26,"HORIZON CENTER"
"286",121,248,693,35.7864357864358,2013,"mid","mid","pub","2",39.5161290322581,60.03,"HOWARD BISHOP MIDDLE"
"287",321,295,684,43.1286549707602,2013,"elem","elem","pub","3",73.5593220338983,83.18,"IDYLWILD ELEM."
"288",571,257,461,55.7483731019523,2013,"elem","elem","pub","2",59.5330739299611,65.35,"IRBY ELEM."
"289",31,360,570,63.1578947368421,2013,"elem","elem","pub","1",48.3333333333333,56.25,"JJ FINLEY ELEM."
"290",-9,59,115,51.304347826087,2013,"multi","prek-8","priv",NA,5.08474576271186,NA,"JORDAN GLENN"
"291",502,410,954,42.9769392033543,2013,"mid","mid","pub","4",35.8536585365854,45.6,"KANAPAHA MIDDLE"
"292",71,130,298,43.6241610738255,2013,"elem","elem","pub","4",88.4615384615385,96,"LAKE FOREST ELEM."
"293",112,289,675,42.8148148148148,2013,"mid","mid","pub","2",35.2941176470588,53.76,"LINCOLN MIDDLE"
"294",91,156,621,25.1207729468599,2013,"elem","elem","pub","3",78.8461538461538,59.55,"LITTLEWOOD ELEM."
"295",411,58,198,29.2929292929293,2013,"high","high","pub","1",39.6551724137931,65.32,"LOFTEN HIGH"
"296",520,411,708,58.0508474576271,2013,"elem","elem","pub","1",30.9002433090024,38.27,"MEADOWBROOK ELEM."
"297",221,141,354,39.8305084745763,2013,"mid","mid","pub","4",51.7730496453901,62.67,"MEBANE MIDDLE"
"298",101,134,318,42.1383647798742,2013,"elem","elem","pub","4",80.5970149253731,94.84,"METCALFE ELEM."
"299",951,75,131,57.2519083969466,2013,"elem","elem","priv",NA,54.6666666666667,NA,"MICANOPY AREA CO-OP"
"300",961,18,62,29.0322580645161,2013,"mid","mid","priv",NA,55.5555555555556,65.57,"MICANOPY MIDDLE SCHOOL"
"301",-10,95,217,43.778801843318,2013,"multi","prek-8","priv",NA,3.15789473684211,NA,"MILLHOPPER MONTESSORI"
"302",531,324,498,65.0602409638554,2013,"elem","elem","pub","3",51.2345679012346,54.75,"NEWBERRY ELEM."
"303",261,201,553,36.3471971066908,2013,"high","high","pub","3",42.2885572139303,44.25,"NEWBERRY HIGH"
"304",541,345,673,51.2630014858841,2013,"elem","elem","pub","2",48.695652173913,57.25,"NORTON ELEM."
"305",-11,442,820,53.9024390243902,2013,"high","high","priv",NA,10.1809954751131,NA,"OAK HALL"
"306",591,344,707,48.6562942008487,2013,"mid","mid","pub","1",36.3372093023256,44.71,"OAKVIEW MIDDLE"
"307",950,66,239,27.6150627615063,2013,"elem","elem","priv",NA,63.6363636363636,71.15,"ONE ROOM SCHOOL HOUSE"
"308",-12,9,19,47.3684210526316,2013,"multi","k-12","priv",NA,22.2222222222222,NA,"PASSAGE CHRISTIAN"
"309",391,311,1142,27.2329246935201,2013,"multi","k-12","pub",NA,20.2572347266881,NA,"PK YONGE"
"310",500,21,50,42,2013,"elem","elem","pub",NA,95.2380952380952,100,"PRAIRIE VIEW"
"311",-13,228,441,51.7006802721088,2013,"multi","prek-8","priv",NA,6.14035087719298,NA,"QUEEN OF PEACE"
"312",341,136,290,46.8965517241379,2013,"elem","elem","pub","2",86.7647058823529,78.98,"RAWLINGS & FERNSIDE"
"313",271,281,1058,26.5595463137996,2013,"high","high","pub","1",36.2989323843416,25.67,"SANTE FE HIGH"
"314",281,100,183,54.6448087431694,2013,"elem","elem","pub",NA,75,57.92,"SHELL ELEM."
"315",-14,76,242,31.404958677686,2013,"high","high","priv",NA,18.4210526315789,NA,"ST. FRANCIS HIGH SCHOOL"
"316",-15,85,242,35.1239669421488,2013,"multi","prek-8","priv",NA,28.2352941176471,NA,"ST. PATRICKS"
"317",41,237,485,48.8659793814433,2013,"elem","elem","pub",NA,51.0548523206751,61.35,"STEPHEN FOSTER ELEM."
"318",561,355,717,49.5118549511855,2013,"elem","elem","pub","2",21.9718309859155,31.99,"TALBOT ELEM."
"319",311,282,608,46.3815789473684,2013,"elem","elem","pub","2",78.3687943262411,85.21,"TERWILLIGER ELEM."
"320",-16,97,300,32.3333333333333,2013,"multi","prek-12","priv",NA,29.8969072164948,NA,"THE ROCK"
"321",-17,20,76,26.3157894736842,2013,"multi","k-12","priv",NA,35,NA,"TRILOGY"
"322",291,101,201,50.2487562189055,2013,"elem","elem","pub","4",82.1782178217822,85.99,"WALDO ELEM."
"323",141,455,989,46.0060667340748,2013,"mid","mid","pub","1",43.5164835164835,54.12,"WESTWOOD MIDDLE"
"324",501,514,798,64.4110275689223,2013,"elem","elem","pub","3",38.715953307393,44.32,"WILES ELEM."
"325",111,210,565,37.1681415929204,2013,"elem","elem","pub","1",53.3333333333333,74.73,"WILLIAMS ELEM."
