"","id","X","doses","totMem","immRate","year","type","gradeRange","pubPriv","team2014","p.vfc","frLunch13","school","cfrr","cfrr_grade-1","cfrr_grade0","cfrr_grade1","cfrr_grade2","cfrr_grade3","cfrr_grade4","cfrr_grade5","cfrr_grade6","cfrr_grade7","cfrr_grade8","cfrr_grade9","cfrr_grade10","cfrr_grade11","cfrr_grade12","immRate_grade-1","immRate_grade0","immRate_grade1","immRate_grade2","immRate_grade3","immRate_grade4","immRate_grade5","immRate_grade6","immRate_grade7","immRate_grade8","immRate_grade9","immRate_grade10","immRate_grade11","immRate_grade12","cfrr_brad"
"83",-7,83,133,225,59.1111111111111,2010,"prek","prek","priv",NA,9.52380952380952,NA,"G'VILLE COUNTRY DAY PRE-K 75TH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",201,84,74,345,21.4492753623188,2010,"high","high","pub",3,75,79.53,"HAWTHORNE JR./SR. HIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"85",981,85,30,60,50,2010,"elem","elem","priv",NA,15.3846153846154,26.14,"HEALTHY LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",482,86,506,852,59.3896713615023,2010,"elem","elem","pub",3,20.4761904761905,29.5,"HIDDEN OAK ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
"87",461,87,318,857,37.1061843640607,2010,"elem","elem","pub",3,32.6027397260274,39.86,"HIGH SPRINGS ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
"88",971,88,12,120,10,2010,"mid","mid","priv",NA,57.5,79.82,"HOGGTOWN MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",412,89,7,81,8.64197530864197,2010,"high","high","pub",1,75,93.26,"HORIZON CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"90",121,90,220,728,30.2197802197802,2010,"mid","mid","pub",2,39.5161290322581,60.03,"HOWARD BISHOP MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"91",321,91,275,652,42.1779141104294,2010,"elem","elem","pub",3,73.5593220338983,83.18,"IDYLWILD ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"92",571,92,218,529,41.2098298676749,2010,"elem","elem","pub",2,59.5330739299611,65.35,"IRBY ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"93",31,93,261,459,56.8627450980392,2010,"elem","elem","pub",1,48.3333333333333,56.25,"JJ FINLEY ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"94",-9,94,45,115,39.1304347826087,2010,"multi","prek-8","priv",NA,5.08474576271186,NA,"JORDAN GLENN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",502,95,379,900,42.1111111111111,2010,"mid","mid","pub",4,35.8536585365854,45.6,"KANAPAHA MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"96",71,96,144,379,37.9947229551451,2010,"elem","elem","pub",4,88.4615384615385,96,"LAKE FOREST ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"97",112,97,196,723,27.1092669432918,2010,"mid","mid","pub",2,35.2941176470588,53.76,"LINCOLN MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"98",91,98,300,667,44.9775112443778,2010,"elem","elem","pub",3,78.8461538461538,59.55,"LITTLEWOOD ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"99",221,99,134,434,30.8755760368664,2010,"mid","mid","pub",4,51.7730496453901,62.67,"MEBANE MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"100",101,100,122,451,27.0509977827051,2010,"elem","elem","pub",4,80.5970149253731,94.84,"METCALFE ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"101",951,101,71,116,61.2068965517241,2010,"elem","elem","priv",NA,54.6666666666667,NA,"MICANOPY AREA CO-OP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",961,102,26,79,32.9113924050633,2010,"mid","mid","priv",NA,55.5555555555556,65.57,"MICANOPY MIDDLE SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",-10,103,63,226,27.8761061946903,2010,"multi","prek-8","priv",NA,3.15789473684211,NA,"MILLHOPPER MONTESSORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",531,104,296,539,54.9165120593692,2010,"elem","elem","pub",3,51.2345679012346,54.75,"NEWBERRY ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"105",541,105,280,645,43.4108527131783,2010,"elem","elem","pub",2,48.695652173913,57.25,"NORTON ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"106",-11,106,391,823,47.5091130012151,2010,"high","high","priv",NA,10.1809954751131,NA,"OAK HALL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",591,107,296,633,46.7614533965245,2010,"mid","mid","pub",1,36.3372093023256,44.71,"OAKVIEW MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
"108",950,108,51,123,41.4634146341463,2010,"elem","elem","priv",NA,63.6363636363636,71.15,"ONE ROOM SCHOOL HOUSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",500,109,31,85,36.4705882352941,2010,"elem","elem","pub",NA,95.2380952380952,100,"PRAIRIE VIEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"110",341,110,157,388,40.4639175257732,2010,"elem","elem","pub",2,86.7647058823529,78.98,"RAWLINGS & FERNSIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"111",281,111,79,197,40.1015228426396,2010,"elem","elem","pub",NA,75,57.92,"SHELL ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"112",-22,112,16,30,53.3333333333333,2010,"prek","prek","priv",NA,NA,NA,"SPENCER MONTESSORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",-14,113,61,241,25.3112033195021,2010,"high","high","priv",NA,18.4210526315789,NA,"ST. FRANCIS HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",41,114,227,462,49.1341991341991,2010,"elem","elem","pub",NA,51.0548523206751,61.35,"STEPHEN FOSTER ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
"115",561,115,391,704,55.5397727272727,2010,"elem","elem","pub",2,21.9718309859155,31.99,"TALBOT ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
"116",311,116,284,648,43.8271604938272,2010,"elem","elem","pub",2,78.3687943262411,85.21,"TERWILLIGER ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"117",-16,117,51,300,17,2010,"multi","prek-12","priv",NA,29.8969072164948,NA,"THE ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",-17,118,23,76,30.2631578947368,2010,"multi","k-12","priv",NA,35,NA,"TRILOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",291,119,105,197,53.2994923857868,2010,"elem","elem","pub",4,82.1782178217822,85.99,"WALDO ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"120",141,120,245,994,24.6478873239437,2010,"mid","mid","pub",1,43.5164835164835,54.12,"WESTWOOD MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"121",501,121,374,692,54.0462427745665,2010,"elem","elem","pub",3,38.715953307393,44.32,"WILES ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"122",111,122,200,543,36.8324125230203,2010,"elem","elem","pub",1,53.3333333333333,74.73,"WILLIAMS ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
"123",52,123,32,63,50.7936507936508,2011,"elem","elem","pub",4,91.304347826087,80,"A QUINN ELEM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"124",161,124,160,427,37.4707259953162,2011,"elem","elem","pub",4,52.760736196319,64.25,"ALACHUA ELEM.",54.1666666666667,NA,NA,NA,NA,56.4935064935065,58.9928057553957,46.7625899280576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3636363636364,38.1294964028777,33.8129496402878,NA,NA,NA,NA,NA,NA,NA,85
"125",1011,125,30,170,17.6470588235294,2011,"multi","k-8","priv",NA,39.0243902439024,NA,"ALACHUA LEARNING CTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",171,126,245,459,53.3769063180828,2011,"elem","elem","pub",4,49.8181818181818,59.43,"ARCHER ELEM.",94.1176470588235,NA,96.078431372549,85.2941176470588,96.4705882352941,97.1014492753623,93.5064935064935,96.551724137931,NA,NA,NA,NA,NA,NA,NA,NA,43.1372549019608,50,55.2941176470588,65.2173913043478,45.4545454545455,55.1724137931034,NA,NA,NA,NA,NA,NA,NA,100
"127",-21,127,4,59,6.77966101694915,2011,"multi","prek-8","priv",NA,NA,NA,"BHAKTIVEDANTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",-2,128,86,183,46.9945355191257,2011,"multi","prek-5","priv",NA,15.7303370786517,NA,"BRENTWOOD SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",431,129,392,1982,19.7780020181635,2011,"high","high","pub",2,25.5972696245734,27.28,"BUCHHOLZ HIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
"130",953,130,41,176,23.2954545454545,2011,"elem","elem","priv",NA,87.1794871794872,94.3,"CARING & SHARING LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",510,131,323,731,44.1860465116279,2011,"elem","elem","pub",2,21.5568862275449,34.83,"CHILES ELEM.",62.9577464788732,NA,58.59375,57.1428571428571,65.3846153846154,59.8290598290598,66.6666666666667,71.0526315789474,NA,NA,NA,NA,NA,NA,NA,NA,35.9375,41.1764705882353,46.1538461538461,52.1367521367521,43.1372549019608,53.5087719298246,NA,NA,NA,NA,NA,NA,NA,71
"132",-3,132,22,40,55,2011,"multi","k-12","priv",NA,57.1428571428571,NA,"CHRISTIAN LIFE ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",-4,133,35,149,23.489932885906,2011,"multi","prek-12","priv",NA,20.8333333333333,NA,"COUNTRYSIDE BAPTIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",21,134,168,287,58.5365853658537,2011,"elem","elem","pub",1,87.218045112782,96.6,"DUVAL ELEM.",86.0544217687075,NA,90.9090909090909,85.2272727272727,50,87.719298245614,78.6885245901639,92.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,47.7272727272727,59.0909090909091,0,63.1578947368421,40.9836065573771,54.7619047619048,NA,NA,NA,NA,NA,NA,NA,74
"135",421,135,236,1299,18.1678214010778,2011,"high","high","pub",2,34.3661971830986,52.69,"EASTSIDE HIGH",18.6991869918699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5888324873096,20.6896551724138,16.231884057971,15.1670951156812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7817258883249,18.1034482758621,13.9130434782609,13.3676092544987,39
"136",955,136,33,106,31.1320754716981,2011,"multi","2-8","priv",NA,48.8888888888889,51.4,"EINSTEIN MONT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",956,137,17,88,19.3181818181818,2011,"elem","elem","priv",NA,23.0769230769231,12.09,"EXPRESSIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",-5,138,49,234,20.9401709401709,2011,"elem","elem","priv",NA,24.6913580246914,NA,"FIRST CHRISTIAN ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",-6,139,25,70,35.7142857142857,2011,"elem","elem","priv",NA,58.8235294117647,NA,"FOREST GROVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",481,140,376,876,42.9223744292237,2011,"mid","mid","pub",3,38.7951807228916,42.25,"FT. CLARKE MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"141",151,141,315,1764,17.8571428571429,2011,"high","high","pub",3,30.4932735426009,42.3,"GAINESVILLE HIGH",21.8265364732912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5275590551181,21.7821782178218,15.2671755725191,17.910447761194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.244094488189,18.2178217821782,14.2493638676845,14.9253731343284,41
"142",958,142,8,67,11.9402985074627,2011,"elem","elem","priv",NA,88.8888888888889,82.35,"GENESIS PREP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",331,143,235,434,54.147465437788,2011,"elem","elem","pub",1,36.7892976588629,45.53,"GLEN SPRINGS ELEM.",96.7365967365967,NA,97.5903614457831,94.2028985507246,97.1830985915493,97.1830985915493,93.5483870967742,100,NA,NA,NA,NA,NA,NA,NA,NA,62.6506024096386,62.3188405797101,61.9718309859155,42.2535211267606,54.8387096774194,50.6849315068493,NA,NA,NA,NA,NA,NA,NA,100
"144",-7,144,132,225,58.6666666666667,2011,"prek","prek","priv",NA,9.52380952380952,NA,"G'VILLE COUNTRY DAY PRE-K 75TH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",201,145,43,304,14.1447368421053,2011,"high","high","pub",3,75,79.53,"HAWTHORNE JR./SR. HIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"146",981,146,38,70,54.2857142857143,2011,"elem","elem","priv",NA,15.3846153846154,26.14,"HEALTHY LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",482,147,478,851,56.1692126909518,2011,"elem","elem","pub",3,20.4761904761905,29.5,"HIDDEN OAK ELEM.",71.3436385255648,NA,80.9160305343512,72.2972972972973,72.5490196078431,71,61.3333333333333,65.6716417910448,NA,NA,NA,NA,NA,NA,NA,NA,58.7786259541985,55.4054054054054,58.8235294117647,55.5,52,56.7164179104478,NA,NA,NA,NA,NA,NA,NA,84
"148",461,148,417,851,49.0011750881316,2011,"elem","elem","pub",3,32.6027397260274,39.86,"HIGH SPRINGS ELEM.",64.2256902761105,NA,73.75,62.1052631578948,67.3469387755102,69.6428571428571,75,72.0430107526882,53.5353535353535,59.2920353982301,48.9583333333333,NA,NA,NA,NA,NA,53.75,46.3157894736842,57.1428571428572,47.3214285714286,63.5416666666667,60.2150537634409,36.3636363636364,46.9026548672566,40.625,NA,NA,NA,NA,72
"149",971,149,16,110,14.5454545454545,2011,"mid","mid","priv",NA,57.5,79.82,"HOGGTOWN MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",412,150,15,86,17.4418604651163,2011,"high","high","pub",1,75,93.26,"HORIZON CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"151",121,151,224,673,33.2838038632987,2011,"mid","mid","pub",2,39.5161290322581,60.03,"HOWARD BISHOP MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"152",321,152,190,597,31.8257956448911,2011,"elem","elem","pub",3,73.5593220338983,83.18,"IDYLWILD ELEM.",45.575959933222,NA,58.974358974359,55.1020408163265,42.6086956521739,46.5116279069767,34.7826086956522,31.8681318681319,NA,NA,NA,NA,NA,NA,NA,NA,36.7521367521367,31.6326530612245,32.1739130434783,38.3720930232558,23.9130434782609,27.4725274725275,NA,NA,NA,NA,NA,NA,NA,74
"153",571,153,226,519,43.5452793834297,2011,"elem","elem","pub",2,59.5330739299611,65.35,"IRBY ELEM.",69.7826086956522,NA,63.2911392405063,71.9745222929936,74.4827586206897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7721518987342,43.9490445859873,46.2068965517241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
